step,intersection,time_of_day,phase_used,duration,queue_ns,queue_ew,served_ns,served_ew,throughput,avg_wait_proxy,stops,emergency,explanation
316,0,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
316,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
316,2,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
317,0,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
317,1,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
317,2,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
318,0,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
318,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
318,2,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
319,0,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
319,1,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
319,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
320,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
320,1,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
320,2,afternoon,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
321,0,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
321,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
321,2,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
322,0,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
322,1,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
322,2,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
323,0,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
323,1,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
323,2,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
324,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
324,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
324,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
325,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
325,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
325,2,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
326,0,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
326,1,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
326,2,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
327,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
327,1,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
327,2,afternoon,NS,12,0,4,4,0,4,2.0,4,False,RL: exploiting → 12s green
328,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
328,1,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
328,2,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
329,0,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
329,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
329,2,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
330,0,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
330,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
330,2,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
331,0,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
331,1,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
331,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
332,0,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
332,1,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
332,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
333,0,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
333,1,afternoon,NS,12,0,4,7,0,7,2.0,4,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
333,2,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
334,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
334,1,afternoon,NS,12,0,6,3,0,3,3.0,6,False,RL: exploiting → 12s green
334,2,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
335,0,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
335,1,afternoon,EW,12,3,0,0,9,9,1.5,3,False,RL: exploiting → 12s green
335,2,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
336,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
336,1,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
336,2,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
337,0,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
337,1,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
337,2,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
338,0,afternoon,EW,10,3,0,0,5,5,1.5,3,False,RL: exploring → 10s green
338,1,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
338,2,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
339,0,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
339,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
339,2,afternoon,NS,12,0,2,8,0,8,1.0,2,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
340,0,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
340,1,afternoon,NS,12,0,4,4,0,4,2.0,4,False,RL: exploiting → 12s green
340,2,afternoon,NS,12,0,4,2,0,2,2.0,4,False,RL: exploiting → 12s green
341,0,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
341,1,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
341,2,afternoon,EW,12,2,0,0,8,8,1.0,2,False,RL: exploiting → 12s green
342,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
342,1,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
342,2,afternoon,NS,12,0,4,4,0,4,2.0,4,False,RL: exploiting → 12s green
343,0,afternoon,NS,12,0,2,4,0,4,1.0,2,False,RL: exploiting → 12s green
343,1,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
343,2,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
344,0,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
344,1,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
344,2,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
345,0,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
345,1,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
345,2,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
346,0,afternoon,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
346,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
346,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
347,0,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
347,1,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
347,2,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
348,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
348,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
348,2,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
349,0,afternoon,NS,12,0,3,4,0,4,1.5,3,False,RL: exploiting → 12s green
349,1,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
349,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
350,0,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
350,1,afternoon,NS,12,0,2,4,0,4,1.0,2,False,RL: exploiting → 12s green
350,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
351,0,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
351,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploring → 12s green
351,2,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
352,0,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
352,1,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
352,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
353,0,afternoon,NS,12,0,2,4,0,4,1.0,2,False,RL: exploiting → 12s green
353,1,afternoon,EW,10,3,0,0,6,6,1.5,3,False,RL: exploring → 10s green
353,2,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
354,0,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
354,1,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
354,2,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
355,0,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
355,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
355,2,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
356,0,afternoon,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
356,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
356,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
357,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
357,1,afternoon,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
357,2,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
358,0,afternoon,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
358,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
358,2,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
359,0,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
359,1,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
359,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
360,0,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
360,1,afternoon,NS,12,0,2,4,0,4,1.0,2,False,RL: exploiting → 12s green
360,2,afternoon,NS,12,0,2,4,0,4,1.0,2,False,RL: exploiting → 12s green
361,0,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
361,1,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
361,2,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
362,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
362,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
362,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
363,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
363,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
363,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
364,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
364,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
364,2,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
365,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
365,1,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
365,2,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
366,0,afternoon,EW,10,2,0,0,8,8,1.0,2,False,RL: exploring → 10s green
366,1,afternoon,NS,12,0,2,6,0,6,1.0,2,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
366,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
367,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
367,1,afternoon,EW,12,2,0,0,5,5,1.0,2,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
367,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
368,0,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
368,1,afternoon,EW,12,6,0,0,2,2,3.0,6,False,RL: exploiting → 12s green
368,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
369,0,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
369,1,afternoon,NS,12,0,3,10,0,10,1.5,3,False,RL: exploiting → 12s green
369,2,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
370,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
370,1,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
370,2,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
371,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
371,1,afternoon,NS,12,0,3,4,0,4,1.5,3,False,RL: exploiting → 12s green
371,2,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
372,0,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
372,1,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
372,2,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
373,0,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
373,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
373,2,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
374,0,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
374,1,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
374,2,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
375,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
375,1,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
375,2,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
376,0,afternoon,EW,12,2,0,0,8,8,1.0,2,False,RL: exploiting → 12s green
376,1,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
376,2,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
377,0,afternoon,NS,12,0,2,4,0,4,1.0,2,False,RL: exploiting → 12s green
377,1,afternoon,NS,12,0,2,4,0,4,1.0,2,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
377,2,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
378,0,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
378,1,afternoon,NS,12,0,4,4,0,4,2.0,4,False,RL: exploiting → 12s green
378,2,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
379,0,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
379,1,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
379,2,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
380,0,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
380,1,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
380,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
381,0,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
381,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
381,2,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
382,0,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
382,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
382,2,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
383,0,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
383,1,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
383,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
384,0,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
384,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
384,2,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
385,0,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
385,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
385,2,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
386,0,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
386,1,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
386,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
387,0,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
387,1,afternoon,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
387,2,afternoon,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
388,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
388,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
388,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
389,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
389,1,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
389,2,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
390,0,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
390,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
390,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
391,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
391,1,afternoon,EW,12,4,0,0,7,7,2.0,4,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
391,2,afternoon,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
392,0,afternoon,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
392,1,afternoon,EW,12,7,0,0,2,2,3.5,7,False,RL: exploiting → 12s green
392,2,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
393,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
393,1,afternoon,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
393,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
394,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
394,1,afternoon,EW,14,2,0,0,7,7,1.0,2,False,RL: exploring → 14s green
394,2,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
395,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
395,1,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
395,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
396,0,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
396,1,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
396,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
397,0,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
397,1,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
397,2,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
398,0,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
398,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
398,2,afternoon,NS,10,0,3,5,0,5,1.5,3,False,RL: exploring → 10s green
399,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
399,1,afternoon,NS,12,0,4,4,0,4,2.0,4,False,RL: exploiting → 12s green
399,2,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
400,0,night,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
400,1,night,EW,12,1,0,0,5,5,0.5,1,False,RL: exploiting → 12s green
400,2,night,NS,12,0,0,5,0,5,0.0,0,False,RL: exploiting → 12s green
401,0,night,NS,12,0,1,4,0,4,0.5,1,False,RL: exploiting → 12s green
401,1,night,NS,12,0,1,3,0,3,0.5,1,False,RL: exploiting → 12s green
401,2,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
402,0,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
402,1,night,EW,12,1,0,0,1,1,0.5,1,False,RL: exploiting → 12s green
402,2,night,NS,12,0,1,4,0,4,0.5,1,False,RL: exploiting → 12s green
403,0,night,NS,12,0,1,3,0,3,0.5,1,False,RL: exploiting → 12s green
403,1,night,NS,12,0,0,3,0,3,0.0,0,False,RL: exploiting → 12s green
403,2,night,EW,12,1,0,0,2,2,0.5,1,False,RL: exploiting → 12s green
404,0,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
404,1,night,EW,12,1,0,0,1,1,0.5,1,False,RL: exploiting → 12s green
404,2,night,NS,12,0,1,2,0,2,0.5,1,False,RL: exploiting → 12s green
405,0,night,NS,12,0,1,3,0,3,0.5,1,False,RL: exploiting → 12s green
405,1,night,NS,12,0,1,3,0,3,0.5,1,False,RL: exploiting → 12s green
405,2,night,EW,12,1,0,0,1,1,0.5,1,False,RL: exploiting → 12s green
406,0,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
406,1,night,EW,12,1,0,0,2,2,0.5,1,False,RL: exploiting → 12s green
406,2,night,NS,12,0,0,3,0,3,0.0,0,False,RL: exploiting → 12s green
407,0,night,NS,12,0,0,3,0,3,0.0,0,False,RL: exploiting → 12s green
407,1,night,NS,12,0,1,2,0,2,0.5,1,False,RL: exploiting → 12s green
407,2,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
408,0,night,EW,12,2,0,0,0,0,1.0,2,False,RL: exploiting → 12s green
408,1,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
408,2,night,NS,12,0,1,4,0,4,0.5,1,False,RL: exploiting → 12s green
409,0,night,NS,12,0,1,3,0,3,0.5,1,False,RL: exploiting → 12s green
409,1,night,NS,12,0,0,4,0,4,0.0,0,False,RL: exploiting → 12s green
409,2,night,EW,12,1,0,0,1,1,0.5,1,False,RL: exploiting → 12s green
410,0,night,EW,12,1,0,0,1,1,0.5,1,False,RL: exploiting → 12s green
410,1,night,EW,12,2,0,0,0,0,1.0,2,False,RL: exploiting → 12s green
410,2,night,NS,12,0,1,3,0,3,0.5,1,False,RL: exploiting → 12s green
411,0,night,NS,12,0,0,3,0,3,0.0,0,False,RL: exploiting → 12s green
411,1,night,NS,12,0,1,3,0,3,0.5,1,False,RL: exploiting → 12s green
411,2,night,EW,12,1,0,0,1,1,0.5,1,False,RL: exploiting → 12s green
412,0,night,EW,12,2,0,0,0,0,1.0,2,False,RL: exploiting → 12s green
412,1,night,EW,12,1,0,0,1,1,0.5,1,False,RL: exploiting → 12s green
412,2,night,NS,12,0,0,2,0,2,0.0,0,False,RL: exploiting → 12s green
413,0,night,NS,12,0,0,4,0,4,0.0,0,False,RL: exploiting → 12s green
413,1,night,NS,12,0,1,2,0,2,0.5,1,False,RL: exploiting → 12s green
413,2,night,EW,12,1,0,0,0,0,0.5,1,False,RL: exploiting → 12s green
414,0,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
414,1,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
414,2,night,NS,12,0,0,3,0,3,0.0,0,False,RL: exploiting → 12s green
415,0,night,NS,12,0,0,3,0,3,0.0,0,False,RL: exploiting → 12s green
415,1,night,NS,12,0,1,3,0,3,0.5,1,False,RL: exploiting → 12s green
415,2,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
416,0,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
416,1,night,EW,12,2,0,0,2,2,1.0,2,False,RL: exploiting → 12s green
416,2,night,NS,12,0,0,4,0,4,0.0,0,False,RL: exploiting → 12s green
417,0,night,NS,12,0,0,4,0,4,0.0,0,False,RL: exploiting → 12s green
417,1,night,NS,12,0,1,4,0,4,0.5,1,False,RL: exploiting → 12s green
417,2,night,EW,12,1,0,0,1,1,0.5,1,False,RL: exploiting → 12s green
418,0,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
418,1,night,EW,12,2,0,0,1,1,1.0,2,False,RL: exploiting → 12s green
418,2,night,NS,12,0,0,2,0,2,0.0,0,False,RL: exploiting → 12s green
419,0,night,NS,12,0,1,4,0,4,0.5,1,False,RL: exploiting → 12s green
419,1,night,NS,12,0,0,4,0,4,0.0,0,False,RL: exploiting → 12s green
